Site;Année;Mois;Semaine;Machine;Gaz (kWh);PE (kg)
PTWE35;2023.0;12.0;51;F3B;0.0;920.35
PTWE35;2023.0;12.0;51;F4B;0.0;2720.25
PTWE35;2023.0;12.0;51;FB;0.0;156.0
PTWE35;2023.0;12.0;51;M1;0.0;5024.5599999999995
PTWE35;2023.0;12.0;51;M2;0.0;6129.2
PTWE35;2023.0;12.0;51;M3;0.0;3014.0
PTWE35;2023.0;12.0;51;M8;0.0;8208.2
PTWE35;2023.0;12.0;51;RM2400;0.0;1068.0
PTWE35;2023.0;12.0;51;RM4500;0.0;1408.0
PTWE35;2024.0;1.0;1;F3B;0.0;559.05
PTWE35;2024.0;1.0;1;F4B;0.0;1712.6
PTWE35;2024.0;1.0;1;M1;0.0;3998.72
PTWE35;2024.0;1.0;1;M2;0.0;5829.12
PTWE35;2024.0;1.0;1;M3;0.0;5304.64
PTWE35;2024.0;1.0;1;M8;0.0;5813.28
PTWE35;2024.0;1.0;1;RM2400;0.0;1042.5
PTWE35;2024.0;1.0;1;RM4500;0.0;1661.44
PTWE35;2024.0;1.0;2;F3B;0.0;958.65
PTWE35;2024.0;1.0;2;F4B;0.0;2347.64
PTWE35;2024.0;1.0;2;M1;0.0;8066.08
PTWE35;2024.0;1.0;2;M2;0.0;5829.12
PTWE35;2024.0;1.0;2;M3;0.0;6630.8
PTWE35;2024.0;1.0;2;M8;0.0;10619.52
PTWE35;2024.0;1.0;2;RM2400;0.0;1895.0
PTWE35;2024.0;1.0;2;RM4500;0.0;2907.52
PTWE35;2024.0;1.0;3;F3B;0.0;592.2
PTWE35;2024.0;1.0;3;F4B;0.0;2783.945
PTWE35;2024.0;1.0;3;FB;0.0;560.0
PTWE35;2024.0;1.0;3;M1;0.0;3241.92
PTWE35;2024.0;1.0;3;M2;0.0;5068.8
PTWE35;2024.0;1.0;3;M3;0.0;6269.12
PTWE35;2024.0;1.0;3;M8;0.0;18320.544
PTWE35;2024.0;1.0;3;RM2400;0.0;4278.0
PTWE35;2024.0;1.0;3;RM4500;0.0;1640.32
PTWE35;2024.0;1.0;4;F3B;0.0;612.7
PTWE35;2024.0;1.0;4;F4B;0.0;1200.28
PTWE35;2024.0;1.0;4;M1;0.0;6720.48
PTWE35;2024.0;1.0;4;M2;0.0;5195.5199999999995
PTWE35;2024.0;1.0;4;M3;0.0;5063.52
PTWE35;2024.0;1.0;4;M8;0.0;8386.928
PTWE35;2024.0;1.0;4;RM2400;0.0;3277.5
PTWE35;2024.0;1.0;4;RM4500;0.0;1661.44
PTWE35;2024.0;1.0;5;F3B;0.0;265.0
PTWE35;2024.0;1.0;5;F4B;0.0;1820.825
PTWE35;2024.0;1.0;5;M1;0.0;4660.48
PTWE35;2024.0;1.0;5;M2;0.0;4181.76
PTWE35;2024.0;1.0;5;M3;0.0;2531.7599999999998
PTWE35;2024.0;1.0;5;M8;0.0;5726.6
PTWE35;2024.0;1.0;5;RM2400;0.0;1704.0
PTWE35;2024.0;1.0;5;RM4500;0.0;2882.88
PTWE35;2024.0;2.0;5;F3B;0.0;517.05
PTWE35;2024.0;2.0;5;F4B;0.0;2858.0
PTWE35;2024.0;2.0;5;FB;0.0;45.0
PTWE35;2024.0;2.0;5;M1;0.0;5793.92
PTWE35;2024.0;2.0;5;M2;0.0;5068.8
PTWE35;2024.0;2.0;5;M3;0.0;5907.4400000000005
PTWE35;2024.0;2.0;5;M8;0.0;5785.032
PTWE35;2024.0;2.0;5;RM2400;0.0;1977.0
PTWE35;2024.0;2.0;5;RM4500;0.0;4463.36
PTWE35;2024.0;2.0;6;F3B;0.0;1215.24
PTWE35;2024.0;2.0;6;F4B;0.0;2920.0
PTWE35;2024.0;2.0;6;M1;0.0;7189.96
PTWE35;2024.0;2.0;6;M2;0.0;7096.32
PTWE35;2024.0;2.0;6;M3;0.0;6751.36
PTWE35;2024.0;2.0;6;M8;0.0;8203.36
PTWE35;2024.0;2.0;6;RM2400;0.0;3029.8
PTWE35;2024.0;2.0;6;RM4500;0.0;1809.783
PTWE35;2024.0;2.0;7;F3B;0.0;396.0
PTWE35;2024.0;2.0;7;F4B;0.0;2657.9
PTWE35;2024.0;2.0;7;FB;0.0;539.5
PTWE35;2024.0;2.0;7;M1;0.0;8291.56
PTWE35;2024.0;2.0;7;M2;0.0;6589.4400000000005
PTWE35;2024.0;2.0;7;M3;0.0;7113.04
PTWE35;2024.0;2.0;7;M8;0.0;10225.776
PTWE35;2024.0;2.0;7;RM2400;0.0;1109.1
PTWE35;2024.0;2.0;7;RM4500;0.0;7951.68
PTWE35;2024.0;2.0;8;F3B;0.0;484.0
PTWE35;2024.0;2.0;8;F4B;0.0;2697.0
PTWE35;2024.0;2.0;8;M1;0.0;8385.12
PTWE35;2024.0;2.0;8;M2;0.0;9104.48
PTWE35;2024.0;2.0;8;M3;0.0;3014.0
PTWE35;2024.0;2.0;8;M8;0.0;10332.344000000001
PTWE35;2024.0;2.0;8;RM2400;0.0;2452.5
PTWE35;2024.0;2.0;8;RM4500;0.0;4829.44
PTWE35;2024.0;2.0;9;F3B;0.0;495.8
PTWE35;2024.0;2.0;9;F4B;0.0;2289.2
PTWE35;2024.0;2.0;9;FB;0.0;116.0
PTWE35;2024.0;2.0;9;M1;0.0;8850.24
PTWE35;2024.0;2.0;9;M2;0.0;8217.44
PTWE35;2024.0;2.0;9;M3;0.0;4160.64
PTWE35;2024.0;2.0;9;M8;0.0;10239.592
PTWE35;2024.0;2.0;9;RM2400;0.0;2370.0
PTWE35;2024.0;2.0;9;RM4500;0.0;3769.92
PTWE35;2024.0;3.0;10;F3B;0.0;553.15
PTWE35;2024.0;3.0;10;F4B;0.0;2465.5
PTWE35;2024.0;3.0;10;M1;0.0;9522.36
PTWE35;2024.0;3.0;10;M2;0.0;8622.24
PTWE35;2024.0;3.0;10;M3;0.0;10011.76
PTWE35;2024.0;3.0;10;M8;0.0;10331.024
PTWE35;2024.0;3.0;10;RM2400;0.0;2996.5
PTWE35;2024.0;3.0;10;RM4500;0.0;7289.92
PTWE35;2024.0;3.0;11;F3B;0.0;1558.3
PTWE35;2024.0;3.0;11;F4B;0.0;2793.0
PTWE35;2024.0;3.0;11;M1;0.0;11098.08
PTWE35;2024.0;3.0;11;M2;0.0;8479.68
PTWE35;2024.0;3.0;11;M3;0.0;11501.6
PTWE35;2024.0;3.0;11;M8;0.0;12189.144
PTWE35;2024.0;3.0;11;RM2400;0.0;3221.0
PTWE35;2024.0;3.0;11;RM4500;0.0;6589.44
PTWE35;2024.0;3.0;12;F3B;0.0;1616.45
PTWE35;2024.0;3.0;12;F4B;0.0;2839.0
PTWE35;2024.0;3.0;12;M1;0.0;9930.28
PTWE35;2024.0;3.0;12;M2;0.0;6079.04
PTWE35;2024.0;3.0;12;M3;0.0;8930.24
PTWE35;2024.0;3.0;12;M8;0.0;11250.36
PTWE35;2024.0;3.0;12;RM2400;0.0;3435.0
PTWE35;2024.0;3.0;12;RM4500;0.0;7063.467
PTWE35;2024.0;3.0;13;F3B;0.0;1071.48
PTWE35;2024.0;3.0;13;F4B;0.0;2802.08
PTWE35;2024.0;3.0;13;FB;0.0;673.0
PTWE35;2024.0;3.0;13;M1;0.0;9650.28
PTWE35;2024.0;3.0;13;M2;0.0;8870.400000000001
PTWE35;2024.0;3.0;13;M3;0.0;7474.719999999999
PTWE35;2024.0;3.0;13;M8;0.0;10605.32
PTWE35;2024.0;3.0;13;RM2400;0.0;2454.0
PTWE35;2024.0;3.0;13;RM4500;0.0;6015.68
PTWE35;2024.0;4.0;14;F3B;0.0;716.9
PTWE35;2024.0;4.0;14;F4B;0.0;2594.14
PTWE35;2024.0;4.0;14;FB;0.0;438.5
PTWE35;2024.0;4.0;14;M1;0.0;9906.48
PTWE35;2024.0;4.0;14;M2;0.0;8997.119999999999
PTWE35;2024.0;4.0;14;M3;0.0;7956.96
PTWE35;2024.0;4.0;14;M8;0.0;13315.368
PTWE35;2024.0;4.0;14;RM2400;0.0;3900.0
PTWE35;2024.0;4.0;14;RM4500;0.0;4801.28
PTWE35;2024.0;4.0;15;F3B;0.0;675.0
PTWE35;2024.0;4.0;15;F4B;0.0;2875.52
PTWE35;2024.0;4.0;15;M1;0.0;8780.640000000001
PTWE35;2024.0;4.0;15;M2;0.0;8616.96
PTWE35;2024.0;4.0;15;M3;0.0;7836.400000000001
PTWE35;2024.0;4.0;15;M8;0.0;7787.031999999999
PTWE35;2024.0;4.0;15;RM2400;0.0;3483.0
PTWE35;2024.0;4.0;15;RM4500;0.0;5896.0
PTWE35;2024.0;4.0;16;F3B;0.0;203.475
PTWE35;2024.0;4.0;16;F4B;0.0;2779.68
PTWE35;2024.0;4.0;16;FB;0.0;984.0
PTWE35;2024.0;4.0;16;M1;0.0;9484.92
PTWE35;2024.0;4.0;16;M2;0.0;7856.639999999999
PTWE35;2024.0;4.0;16;M3;0.0;8077.52
PTWE35;2024.0;4.0;16;M8;0.0;13156.44
PTWE35;2024.0;4.0;16;RM2400;0.0;4830.0
PTWE35;2024.0;4.0;16;RM4500;0.0;4910.4
PTWE35;2024.0;4.0;17;F3B;0.0;167.5
PTWE35;2024.0;4.0;17;F4B;0.0;4053.38
PTWE35;2024.0;4.0;17;FB;0.0;1010.0
PTWE35;2024.0;4.0;17;M1;0.0;10149.92
PTWE35;2024.0;4.0;17;M2;0.0;11387.2
PTWE35;2024.0;4.0;17;M3;0.0;5566.88
PTWE35;2024.0;4.0;17;M8;0.0;13640.664
PTWE35;2024.0;4.0;17;RM2400;0.0;4808.5
PTWE35;2024.0;4.0;17;RM4500;0.0;3484.8
PTWE35;2024.0;4.0;18;F3B;0.0;294.45
PTWE35;2024.0;4.0;18;F4B;0.0;1479.01
PTWE35;2024.0;4.0;18;M1;0.0;4700.8
PTWE35;2024.0;4.0;18;M2;0.0;4239.84
PTWE35;2024.0;4.0;18;M3;0.0;3835.92
PTWE35;2024.0;4.0;18;M8;0.0;5601.024
PTWE35;2024.0;4.0;18;RM2400;0.0;1713.2
PTWE35;2024.0;4.0;18;RM4500;0.0;1408.0
PTWE35;2024.0;5.0;18;F3B;0.0;33.1
PTWE35;2024.0;5.0;18;F4B;0.0;1498.6
PTWE35;2024.0;5.0;18;FB;0.0;45.0
PTWE35;2024.0;5.0;18;M1;0.0;4087.08
PTWE35;2024.0;5.0;18;M3;0.0;2701.6
PTWE35;2024.0;5.0;18;M8;0.0;6018.496
PTWE35;2024.0;5.0;18;RM2400;0.0;1398.0
PTWE35;2024.0;5.0;18;RM4500;0.0;1661.44
PTWE35;2024.0;5.0;19;F3B;0.0;288.45
PTWE35;2024.0;5.0;19;F4B;0.0;581.8
PTWE35;2024.0;5.0;19;M1;0.0;2231.68
PTWE35;2024.0;5.0;19;M2;0.0;887.04
PTWE35;2024.0;5.0;19;M3;0.0;723.36
PTWE35;2024.0;5.0;19;M8;0.0;1421.1999999999998
PTWE35;2024.0;5.0;19;RM2400;0.0;615.0
PTWE35;2024.0;5.0;19;RM4500;0.0;1429.12
PTWE35;2024.0;5.0;20;F3B;0.0;1470.53
PTWE35;2024.0;5.0;20;F4B;0.0;2371.52
PTWE35;2024.0;5.0;20;M1;0.0;9528.12
PTWE35;2024.0;5.0;20;M2;0.0;8363.52
PTWE35;2024.0;5.0;20;M3;0.0;7113.04
PTWE35;2024.0;5.0;20;M8;0.0;10616.696
PTWE35;2024.0;5.0;20;RM2400;0.0;4267.5
PTWE35;2024.0;5.0;20;RM4500;0.0;4125.4400000000005
PTWE35;2024.0;5.0;21;F3B;0.0;1439.53
PTWE35;2024.0;5.0;21;F4B;0.0;3020.9
PTWE35;2024.0;5.0;21;M1;0.0;8792.08
PTWE35;2024.0;5.0;21;M2;0.0;5322.24
PTWE35;2024.0;5.0;21;M3;0.0;5907.4400000000005
PTWE35;2024.0;5.0;21;M8;0.0;9151.208
PTWE35;2024.0;5.0;21;RM2400;0.0;2998.5
PTWE35;2024.0;5.0;21;RM4500;0.0;3210.24
PTWE35;2024.0;5.0;22;F3B;0.0;890.17
PTWE35;2024.0;5.0;22;F4B;0.0;2173.7
PTWE35;2024.0;5.0;22;FB;0.0;733.0
PTWE35;2024.0;5.0;22;M1;0.0;10820.64
PTWE35;2024.0;5.0;22;M2;0.0;7729.92
PTWE35;2024.0;5.0;22;M3;0.0;8077.52
PTWE35;2024.0;5.0;22;M8;0.0;13374.679999999998
PTWE35;2024.0;5.0;22;RM2400;0.0;2226.5
PTWE35;2024.0;5.0;22;RM4500;0.0;2566.08
PTWE35;2024.0;6.0;22;F3B;0.0;104.68
PTWE35;2024.0;6.0;22;F4B;0.0;276.0
PTWE35;2024.0;6.0;22;FB;0.0;195.0
PTWE35;2024.0;6.0;22;M1;0.0;1524.1599999999999
PTWE35;2024.0;6.0;22;M2;0.0;1774.08
PTWE35;2024.0;6.0;22;M3;0.0;1808.4
PTWE35;2024.0;6.0;22;M8;0.0;3315.84
PTWE35;2024.0;6.0;22;RM2400;0.0;337.5
PTWE35;2024.0;6.0;23;F4B;0.0;2815.5
PTWE35;2024.0;6.0;23;FB;0.0;20.0
PTWE35;2024.0;6.0;23;M1;0.0;8481.44
PTWE35;2024.0;6.0;23;M2;0.0;7349.76
PTWE35;2024.0;6.0;23;M3;0.0;10127.04
PTWE35;2024.0;6.0;23;M8;0.0;11287.6
PTWE35;2024.0;6.0;23;RM2400;0.0;2937.0
PTWE35;2024.0;6.0;23;RM4500;0.0;5001.92
PTWE35;2024.0;6.0;24;F3B;0.0;54.0
PTWE35;2024.0;6.0;24;F4B;0.0;3213.902
PTWE35;2024.0;6.0;24;FB;0.0;120.0
PTWE35;2024.0;6.0;24;M1;0.0;8246.52
PTWE35;2024.0;6.0;24;M2;0.0;6455.68
PTWE35;2024.0;6.0;24;M3;0.0;9050.8
PTWE35;2024.0;6.0;24;M8;0.0;10301.104
PTWE35;2024.0;6.0;24;RM2400;0.0;3564.4
PTWE35;2024.0;6.0;24;RM4500;0.0;4385.92
PTWE35;2024.0;6.0;25;F3B;0.0;3.6
PTWE35;2024.0;6.0;25;F4B;0.0;3901.4
PTWE35;2024.0;6.0;25;M1;0.0;11300.08
PTWE35;2024.0;6.0;25;M2;0.0;7589.12
PTWE35;2024.0;6.0;25;M3;0.0;5687.44
PTWE35;2024.0;6.0;25;M8;0.0;11756.856
PTWE35;2024.0;6.0;25;RM2400;0.0;4793.1
PTWE35;2024.0;6.0;25;RM4500;0.0;7434.24
PTWE35;2024.0;6.0;26;F4B;0.0;2383.3
PTWE35;2024.0;6.0;26;FB;0.0;884.0
PTWE35;2024.0;6.0;26;M1;0.0;10332.28
PTWE35;2024.0;6.0;26;M2;0.0;7934.08
PTWE35;2024.0;6.0;26;M3;0.0;4460.72
PTWE35;2024.0;6.0;26;M8;0.0;10484.144
PTWE35;2024.0;6.0;26;RM2400;0.0;2180.0
PTWE35;2024.0;6.0;26;RM4500;0.0;4526.72
PTWE35;2024.0;7.0;27;F4B;0.0;3408.6
PTWE35;2024.0;7.0;27;FB;0.0;881.0
PTWE35;2024.0;7.0;27;M1;0.0;11340.12
PTWE35;2024.0;7.0;27;M2;0.0;11151.36
PTWE35;2024.0;7.0;27;M3;0.0;10247.6
PTWE35;2024.0;7.0;27;M8;0.0;11179.648
PTWE35;2024.0;7.0;27;RM2400;0.0;4894.0
PTWE35;2024.0;7.0;27;RM4500;0.0;7772.16
PTWE35;2024.0;7.0;28;F3B;0.0;673.65
PTWE35;2024.0;7.0;28;F4B;0.0;3076.7
PTWE35;2024.0;7.0;28;FB;0.0;270.0
PTWE35;2024.0;7.0;28;M1;0.0;10632.64
PTWE35;2024.0;7.0;28;M2;0.0;8521.92
PTWE35;2024.0;7.0;28;M3;0.0;5693.6
PTWE35;2024.0;7.0;28;M8;0.0;13234.936
PTWE35;2024.0;7.0;28;RM2400;0.0;4219.0
PTWE35;2024.0;7.0;28;RM4500;0.0;3600.96
PTWE35;2024.0;7.0;29;F3B;0.0;1335.15
PTWE35;2024.0;7.0;29;F4B;0.0;3407.6
PTWE35;2024.0;7.0;29;FB;0.0;349.0
PTWE35;2024.0;7.0;29;M1;0.0;11584.32
PTWE35;2024.0;7.0;29;M2;0.0;8914.4
PTWE35;2024.0;7.0;29;M3;0.0;3746.16
PTWE35;2024.0;7.0;29;M8;0.0;16479.584
PTWE35;2024.0;7.0;29;RM2400;0.0;4196.0
PTWE35;2024.0;7.0;29;RM4500;0.0;3541.12
PTWE35;2024.0;7.0;30;F3B;0.0;1201.1
PTWE35;2024.0;7.0;30;F4B;0.0;2258.0
PTWE35;2024.0;7.0;30;FB;0.0;912.0
PTWE35;2024.0;7.0;30;M1;0.0;10499.16
PTWE35;2024.0;7.0;30;M2;0.0;6788.32
PTWE35;2024.0;7.0;30;M3;0.0;7115.68
PTWE35;2024.0;7.0;30;M8;0.0;11508.728
PTWE35;2024.0;7.0;30;RM2400;0.0;3307.5
PTWE35;2024.0;7.0;30;RM4500;0.0;3375.68
PTWE35;2024.0;7.0;31;F3B;0.0;496.15
PTWE35;2024.0;7.0;31;F4B;0.0;1986.8
PTWE35;2024.0;7.0;31;FB;0.0;30.0
PTWE35;2024.0;7.0;31;M1;0.0;5015.36
PTWE35;2024.0;7.0;31;M2;0.0;4055.04
PTWE35;2024.0;7.0;31;M3;0.0;3978.48
PTWE35;2024.0;7.0;31;M8;0.0;8589.503999999999
PTWE35;2024.0;7.0;31;RM2400;0.0;2408.5
PTWE35;2024.0;7.0;31;RM4500;0.0;1517.12
PTWE35;2024.0;8.0;31;F3B;0.0;139.0
PTWE35;2024.0;8.0;31;F4B;0.0;1249.2
PTWE35;2024.0;8.0;31;FB;0.0;260.0
PTWE35;2024.0;8.0;31;M1;0.0;2684.88
PTWE35;2024.0;8.0;31;M2;0.0;3041.2799999999997
PTWE35;2024.0;8.0;31;M3;0.0;2290.64
PTWE35;2024.0;8.0;31;M8;0.0;3706.56
PTWE35;2024.0;8.0;31;RM2400;0.0;1327.0
PTWE35;2024.0;8.0;35;F3B;0.0;1426.55
PTWE35;2024.0;8.0;35;F4B;0.0;2577.0
PTWE35;2024.0;8.0;35;M1;0.0;12459.92
PTWE35;2024.0;8.0;35;M2;0.0;8932.0
PTWE35;2024.0;8.0;35;M3;0.0;8198.08
PTWE35;2024.0;8.0;35;M8;0.0;12500.4
PTWE35;2024.0;8.0;35;RM2400;0.0;3167.5
PTWE35;2024.0;8.0;35;RM4500;0.0;6195.2
PTWE35;2024.0;9.0;36;F3B;0.0;975.1
PTWE35;2024.0;9.0;36;F4B;0.0;2291.5
PTWE35;2024.0;9.0;36;FB;0.0;195.0
PTWE35;2024.0;9.0;36;M1;0.0;9978.8
PTWE35;2024.0;9.0;36;M2;0.0;8479.68
PTWE35;2024.0;9.0;36;M3;0.0;7270.56
PTWE35;2024.0;9.0;36;M8;0.0;10322.224
PTWE35;2024.0;9.0;36;RM2400;0.0;2302.5
PTWE35;2024.0;9.0;36;RM4500;0.0;8666.24
PTWE35;2024.0;9.0;37;F3B;0.0;1376.05
PTWE35;2024.0;9.0;37;F4B;0.0;2672.9
PTWE35;2024.0;9.0;37;FB;0.0;979.0
PTWE35;2024.0;9.0;37;M1;0.0;6457.04
PTWE35;2024.0;9.0;37;M2;0.0;8601.119999999999
PTWE35;2024.0;9.0;37;M3;0.0;7916.4800000000005
PTWE35;2024.0;9.0;37;M8;0.0;12527.416
PTWE35;2024.0;9.0;37;RM2400;0.0;2898.6
PTWE35;2024.0;9.0;37;RM4500;0.0;5906.5599999999995
PTWE35;2024.0;9.0;38;F3B;0.0;908.65
PTWE35;2024.0;9.0;38;F4B;0.0;2455.9
PTWE35;2024.0;9.0;38;M1;0.0;9865.68
PTWE35;2024.0;9.0;38;M2;0.0;8870.4
PTWE35;2024.0;9.0;38;M3;0.0;7956.96
PTWE35;2024.0;9.0;38;M8;0.0;10142.64
PTWE35;2024.0;9.0;38;RM2400;0.0;3370.0
PTWE35;2024.0;9.0;38;RM4500;0.0;7634.88
PTWE35;2024.0;9.0;39;F3B;0.0;697.55
PTWE35;2024.0;9.0;39;F4B;0.0;4212.0
PTWE35;2024.0;9.0;39;FB;0.0;136.0
PTWE35;2024.0;9.0;39;M1;0.0;10484.32
PTWE35;2024.0;9.0;39;M2;0.0;10010.88
PTWE35;2024.0;9.0;39;M3;0.0;10850.4
PTWE35;2024.0;9.0;39;M8;0.0;10171.568
PTWE35;2024.0;9.0;39;RM2400;0.0;4411.5
PTWE35;2024.0;9.0;39;RM4500;0.0;3914.24
PTWE35;2024.0;9.0;40;F3B;0.0;92.6
PTWE35;2024.0;9.0;40;F4B;0.0;823.85
PTWE35;2024.0;9.0;40;M1;0.0;1168.6399999999999
PTWE35;2024.0;9.0;40;M2;0.0;760.3199999999999
PTWE35;2024.0;9.0;40;M3;0.0;602.8
PTWE35;2024.0;9.0;40;M8;0.0;1261.92
PTWE35;2024.0;9.0;40;RM2400;0.0;555.0
PTWE35;2024.0;9.0;40;RM4500;0.0;816.64
PTWE35;2024.0;10.0;40;F3B;0.0;827.4
PTWE35;2024.0;10.0;40;F4B;0.0;4011.5
PTWE35;2024.0;10.0;40;FB;0.0;56.0
PTWE35;2024.0;10.0;40;M1;0.0;9133.52
PTWE35;2024.0;10.0;40;M2;0.0;11404.8
PTWE35;2024.0;10.0;40;M3;0.0;5425.2
PTWE35;2024.0;10.0;40;M8;0.0;11866.975999999999
PTWE35;2024.0;10.0;40;RM2400;0.0;2632.5
PTWE35;2024.0;10.0;40;RM4500;0.0;7254.72
PTWE35;2024.0;10.0;41;F3B;0.0;543.6
PTWE35;2024.0;10.0;41;F4B;0.0;3223.5
PTWE35;2024.0;10.0;41;M1;0.0;7096.32
PTWE35;2024.0;10.0;41;M2;0.0;7476.48
PTWE35;2024.0;10.0;41;M3;0.0;7354.16
PTWE35;2024.0;10.0;41;M8;0.0;7707.744
PTWE35;2024.0;10.0;41;RM2400;0.0;2572.5
PTWE35;2024.0;10.0;41;RM4500;0.0;5093.44
PTWE35;2024.0;10.0;42;F3B;0.0;707.25
PTWE35;2024.0;10.0;42;F4B;0.0;4202.55
PTWE35;2024.0;10.0;42;M1;0.0;7787.12
PTWE35;2024.0;10.0;42;M2;0.0;7729.92
PTWE35;2024.0;10.0;42;M3;0.0;8921.44
PTWE35;2024.0;10.0;42;M8;0.0;13792.24
PTWE35;2024.0;10.0;42;RM2400;0.0;2970.0
PTWE35;2024.0;10.0;42;RM4500;0.0;6997.76
PTWE35;2024.0;10.0;43;F3B;0.0;812.75
PTWE35;2024.0;10.0;43;F4B;0.0;3879.5
PTWE35;2024.0;10.0;43;M1;0.0;7256.2
PTWE35;2024.0;10.0;43;M2;0.0;6336.0
PTWE35;2024.0;10.0;43;M3;0.0;6992.4800000000005
PTWE35;2024.0;10.0;43;M8;0.0;4130.104
PTWE35;2024.0;10.0;43;RM2400;0.0;3425.0
PTWE35;2024.0;10.0;43;RM4500;0.0;3241.92
PTWE35;2024.0;10.0;44;M1;0.0;1908.32
PTWE35;2024.0;10.0;44;M2;0.0;1774.08
PTWE35;2024.0;10.0;44;M3;0.0;1446.72
PTWE35;2024.0;10.0;44;M8;0.0;2594.24
PTWE35;2024.0;10.0;44;RM4500;0.0;816.64
PTWE42 Andrézieux;2023.0;1.0;1;Rock6;25477.0;5052.0
PTWE42 Andrézieux;2023.0;1.0;1;SAT;25477.0;2096.8
PTWE42 Andrézieux;2023.0;1.0;2;Rock6;29826.0;10665.0
PTWE42 Andrézieux;2023.0;1.0;2;SAT;29826.0;3556.4
PTWE42 Andrézieux;2023.0;1.0;3;Rock6;26060.0;10468.0
PTWE42 Andrézieux;2023.0;1.0;3;SAT;26060.0;3473.6
PTWE42 Andrézieux;2023.0;1.0;4;Rock6;36488.0;11602.0
PTWE42 Andrézieux;2023.0;1.0;4;SAT;36488.0;3868.4
PTWE42 Andrézieux;2023.0;1.0;5;Rock6;6000.0;1753.0
PTWE42 Andrézieux;2023.0;1.0;5;SAT;6000.0;622.4
PTWE42 Andrézieux;2023.0;2.0;5;Rock6;14926.0;5960.0
PTWE42 Andrézieux;2023.0;2.0;5;SAT;14926.0;2091.8
PTWE42 Andrézieux;2023.0;2.0;6;Rock6;24717.0;7100.0
PTWE42 Andrézieux;2023.0;2.0;6;SAT;24717.0;3648.0
PTWE42 Andrézieux;2023.0;2.0;7;Rock6;27355.0;9414.0
PTWE42 Andrézieux;2023.0;2.0;7;SAT;27355.0;3502.0
PTWE42 Andrézieux;2023.0;2.0;8;Rock6;23081.0;9711.0
PTWE42 Andrézieux;2023.0;2.0;8;SAT;23081.0;3469.6
PTWE42 Andrézieux;2023.0;2.0;9;Rock6;8012.0;3437.0
PTWE42 Andrézieux;2023.0;2.0;9;SAT;8012.0;224.0
PTWE42 Andrézieux;2023.0;3.0;9;Rock6;13052.0;4672.0
PTWE42 Andrézieux;2023.0;3.0;10;Rock6;27176.0;9065.0
PTWE42 Andrézieux;2023.0;3.0;10;SAT;27176.0;1829.8
PTWE42 Andrézieux;2023.0;3.0;11;Rock6;33947.0;11359.0
PTWE42 Andrézieux;2023.0;3.0;11;SAT;33947.0;3060.4
PTWE42 Andrézieux;2023.0;3.0;12;Rock6;36713.0;11021.0
PTWE42 Andrézieux;2023.0;3.0;12;SAT;36713.0;3052.0
PTWE42 Andrézieux;2023.0;3.0;13;Rock6;34031.0;10916.0
PTWE42 Andrézieux;2023.0;3.0;13;SAT;34031.0;4853.2
PTWE42 Andrézieux;2023.0;4.0;13;Rock6;6825.0;2595.0
PTWE42 Andrézieux;2023.0;4.0;13;SAT;6825.0;573.0
PTWE42 Andrézieux;2023.0;4.0;14;Rock6;32624.0;12819.0
PTWE42 Andrézieux;2023.0;4.0;14;SAT;32624.0;2843.2
PTWE42 Andrézieux;2023.0;4.0;15;Rock6;26525.0;12202.0
PTWE42 Andrézieux;2023.0;4.0;15;SAT;26525.0;2616.4
PTWE42 Andrézieux;2023.0;4.0;16;Rock6;32406.0;13311.0
PTWE42 Andrézieux;2023.0;4.0;16;SAT;32406.0;3722.4
PTWE42 Andrézieux;2023.0;4.0;17;Rock6;36092.0;10849.0
PTWE42 Andrézieux;2023.0;4.0;17;SAT;36092.0;3971.6
PTWE42 Andrézieux;2023.0;5.0;18;Rock6;19537.0;5101.0
PTWE42 Andrézieux;2023.0;5.0;18;SAT;19537.0;2274.6
PTWE42 Andrézieux;2023.0;5.0;19;Rock6;22566.0;8945.0
PTWE42 Andrézieux;2023.0;5.0;19;SAT;22566.0;2971.0
PTWE42 Andrézieux;2023.0;5.0;20;Rock6;18660.0;7138.0
PTWE42 Andrézieux;2023.0;5.0;20;SAT;18660.0;1846.4
PTWE42 Andrézieux;2023.0;5.0;21;Rock6;27840.0;12517.0
PTWE42 Andrézieux;2023.0;5.0;21;SAT;27840.0;5362.6
PTWE42 Andrézieux;2023.0;5.0;22;Rock6;15196.0;3769.0
PTWE42 Andrézieux;2023.0;5.0;22;SAT;15196.0;1935.4
PTWE42 Andrézieux;2023.0;6.0;22;Rock6;16796.0;7684.0
PTWE42 Andrézieux;2023.0;6.0;22;SAT;16796.0;1451.6
PTWE42 Andrézieux;2023.0;6.0;23;Rock6;29252.0;10066.0
PTWE42 Andrézieux;2023.0;6.0;23;SAT;29252.0;2165.0
PTWE42 Andrézieux;2023.0;6.0;24;Rock6;31266.0;14104.0
PTWE42 Andrézieux;2023.0;6.0;24;SAT;31266.0;2645.2
PTWE42 Andrézieux;2023.0;6.0;25;Rock6;27462.0;13768.0
PTWE42 Andrézieux;2023.0;6.0;25;SAT;27462.0;5225.2
PTWE42 Andrézieux;2023.0;6.0;26;Rock6;29638.0;9542.0
PTWE42 Andrézieux;2023.0;6.0;26;SAT;29638.0;3116.2
